id,area,type,totalcar,totalmotor,totalbike,Pregnancy_First,Handicap_First,type2,serviceTime,totallargemotor,ChargingStation,farecar_weekday,farecar_night,farecar_haliday,farecar_month,faremotor_day/hour,faremotor_month,largemotor_month,parking_fare_classification
TPE0180,北投區,1,48,0,0,1,1,2.0,0,0.0,1.0,80.0,-1.0,-1.0,1800.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0181,士林區,1,81,87,0,2,4,2.0,1,0.0,0.0,30.0,-1.0,-1.0,7000.0,20.0,-1.0,2000.0,mixed_parking_lot
TPE0182,大同區,1,79,0,0,1,2,2.0,1,0.0,2.0,40.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0183,士林區,1,103,0,0,1,3,1.0,0,0.0,2.0,80.0,-1.0,-1.0,2000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0184,內湖區,1,45,0,0,1,1,1.0,0,0.0,1.0,30.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0185,大安區,1,115,0,0,2,2,2.0,0,0.0,0.0,40.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0186,南港區,1,8,0,0,1,1,2.0,1,0.0,0.0,100.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0187,大安區,1,46,0,0,0,1,2.0,1,0.0,0.0,150.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0188,中正區,2,193,260,0,6,4,1.0,1,0.0,3.0,80.0,-1.0,-1.0,10000.0,10.0,300.0,2000.0,mixed_parking_lot
TPE0189,中山區,2,5,0,0,0,1,2.0,1,0.0,0.0,200.0,-1.0,-1.0,20000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0190,大安區,2,13,0,0,0,1,2.0,1,0.0,0.0,120.0,-1.0,-1.0,12000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0191,松山區,1,22,0,0,1,1,2.0,0,0.0,0.0,80.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0192,北投區,1,18,0,0,0,1,1.0,1,0.0,0.0,30.0,-1.0,-1.0,7200.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0193,中山區,2,35,0,0,0,1,2.0,1,0.0,0.0,100.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0194,北投區,1,51,0,0,0,2,2.0,1,0.0,0.0,30.0,-1.0,-1.0,4500.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0195,大安區,2,50,0,0,0,1,2.0,1,0.0,0.0,80.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0196,文山區,1,18,0,0,0,1,1.0,0,0.0,0.0,20.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0197,內湖區,1,146,0,0,2,3,2.0,1,0.0,0.0,60.0,30.0,60.0,3000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0199,信義區,2,37,23,0,1,1,2.0,1,0.0,0.0,100.0,-1.0,-1.0,7000.0,-1.0,1000.0,2000.0,mixed_parking_lot
TPE0200,中山區,2,21,0,0,0,1,2.0,1,0.0,0.0,60.0,-1.0,-1.0,4000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0201U01,大安區,1,96,0,0,0,6,2.0,1,0.0,0.0,60.0,-1.0,-1.0,7000.0,20.0,-1.0,2000.0,mixed_parking_lot
TPE0201U02,大安區,1,425,0,0,9,3,2.0,1,0.0,0.0,60.0,-1.0,-1.0,7000.0,20.0,-1.0,2000.0,mixed_parking_lot
TPE0201U03,大安區,1,353,1330,0,7,8,2.0,1,0.0,0.0,60.0,-1.0,-1.0,7000.0,20.0,-1.0,2000.0,mixed_parking_lot
TPE0202,中山區,2,22,0,0,0,1,2.0,1,0.0,0.0,60.0,20.0,-1.0,5500.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0203,北投區,1,69,0,0,1,2,1.0,1,0.0,0.0,20.0,-1.0,-1.0,4800.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0204,北投區,1,29,21,0,0,1,1.0,1,0.0,0.0,20.0,-1.0,-1.0,4800.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0205,文山區,1,18,0,0,0,1,1.0,0,0.0,0.0,20.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0206,文山區,1,44,0,0,0,1,1.0,1,0.0,2.0,20.0,-1.0,-1.0,4800.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0207,北投區,1,36,0,0,1,1,1.0,1,0.0,0.0,20.0,-1.0,-1.0,4800.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0208,松山區,2,14,0,0,0,1,2.0,1,0.0,0.0,100.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0209,內湖區,1,500,480,0,12,10,2.0,1,0.0,0.0,40.0,10.0,-1.0,3800.0,20.0,-1.0,2000.0,mixed_parking_lot
TPE0210,中正區,2,18,0,0,0,1,2.0,1,0.0,0.0,200.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0211,中正區,2,12,0,0,0,1,2.0,1,0.0,0.0,80.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0212,中山區,1,21,0,0,0,1,2.0,1,0.0,0.0,80.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0213,中山區,2,26,0,0,0,1,2.0,1,0.0,0.0,-1.0,-1.0,-1.0,4500.0,-1.0,-1.0,2000.0,monthly_rent
TPE0214,中山區,1,342,0,0,12,6,2.0,1,0.0,0.0,100.0,-1.0,-1.0,6000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0215,內湖區,1,34,0,0,1,1,1.0,1,0.0,2.0,20.0,-1.0,-1.0,4800.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0216,松山區,2,52,0,0,0,1,2.0,1,0.0,0.0,-1.0,-1.0,-1.0,6000.0,-1.0,-1.0,2000.0,monthly_rent
TPE0217,北投區,2,85,0,0,0,2,2.0,1,0.0,1.0,-1.0,-1.0,-1.0,3000.0,-1.0,-1.0,2000.0,monthly_rent
TPE0218,大安區,1,98,0,0,0,1,2.0,1,0.0,0.0,60.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0219,南港區,2,100,0,0,0,2,2.0,1,0.0,0.0,60.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0220,中正區,1,392,0,0,7,9,1.0,1,0.0,0.0,50.0,-1.0,-1.0,5500.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0222,松山區,2,16,0,0,0,1,2.0,1,0.0,0.0,120.0,-1.0,-1.0,15000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0223,松山區,1,15,0,0,0,1,2.0,1,0.0,0.0,200.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0225,松山區,1,2,0,0,0,1,2.0,1,0.0,0.0,-1.0,-1.0,-1.0,12000.0,-1.0,-1.0,2000.0,monthly_rent
TPE0226,中山區,2,14,0,0,0,1,2.0,1,0.0,0.0,120.0,-1.0,-1.0,12000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0227,士林區,2,47,0,0,0,1,2.0,1,0.0,1.0,200.0,-1.0,-1.0,18000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0228U01,中山區,1,137,0,0,3,4,1.0,1,0.0,3.0,30.0,10.0,-1.0,5000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0228U02,中山區,1,173,0,0,4,4,1.0,1,0.0,4.0,30.0,10.0,-1.0,5000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0228U03,中山區,1,374,0,0,7,10,1.0,1,0.0,6.0,30.0,10.0,-1.0,5000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0228U04,中山區,1,134,0,0,2,3,1.0,1,0.0,2.0,30.0,10.0,-1.0,5000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0228U05,中山區,1,121,0,0,2,3,1.0,1,0.0,2.0,30.0,10.0,-1.0,5000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0228U06,中山區,1,69,0,0,1,2,1.0,1,0.0,2.0,30.0,10.0,-1.0,5000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0228U07,中山區,1,105,0,0,2,2,1.0,1,0.0,2.0,30.0,10.0,-1.0,5000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0228U08,中山區,1,255,0,0,5,6,1.0,1,0.0,5.0,30.0,10.0,-1.0,5000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0228U09,中山區,1,246,0,0,5,4,1.0,1,0.0,5.0,30.0,10.0,-1.0,5000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0228U10,中山區,1,57,0,0,2,2,1.0,1,0.0,2.0,30.0,10.0,-1.0,5000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0228U11,中山區,1,142,0,0,3,3,1.0,1,0.0,3.0,30.0,10.0,-1.0,5000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0228U12,中山區,1,122,0,0,3,3,1.0,1,0.0,3.0,30.0,10.0,-1.0,5000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0229,南港區,1,633,152,15,13,13,1.0,1,0.0,16.0,20.0,-1.0,-1.0,3000.0,20.0,300.0,2000.0,mixed_parking_lot
TPE0230,信義區,1,314,255,22,6,7,1.0,1,2.0,8.0,50.0,-1.0,60.0,5200.0,10.0,300.0,2600.0,mixed_parking_lot
TPE0231,大同區,1,252,0,0,5,11,1.0,1,0.0,8.0,20.0,10.0,-1.0,2400.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0232,文山區,1,26,0,0,0,1,1.0,1,0.0,0.0,20.0,-1.0,-1.0,4800.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0233,信義區,2,18,6,0,0,1,1.0,1,0.0,0.0,30.0,-1.0,-1.0,7200.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0234,松山區,1,32,0,0,0,1,1.0,1,0.0,2.0,30.0,-1.0,-1.0,7200.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0235,士林區,1,256,80,0,1,6,1.0,0,0.0,0.0,20.0,-1.0,-1.0,6000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0236,士林區,2,447,125,0,0,9,1.0,0,0.0,0.0,20.0,-1.0,-1.0,3000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0237,士林區,1,40,0,0,0,2,1.0,1,0.0,0.0,30.0,-1.0,-1.0,7200.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0238,信義區,1,86,5,0,1,2,1.0,1,0.0,3.0,30.0,-1.0,-1.0,7200.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0239,大同區,1,326,160,16,7,7,1.0,1,2.0,2.0,50.0,10.0,10.0,7200.0,10.0,-1.0,2000.0,mixed_parking_lot
TPE0240,中山區,1,269,163,0,0,5,1.0,0,0.0,0.0,20.0,20.0,-1.0,7000.0,0.0,-1.0,2000.0,mixed_parking_lot
TPE0241,南港區,1,84,0,0,1,2,1.0,1,0.0,0.0,20.0,-1.0,-1.0,4800.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0242,士林區,1,266,0,0,0,6,1.0,1,0.0,0.0,20.0,-1.0,-1.0,3600.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0243,萬華區,2,63,0,0,0,2,2.0,1,0.0,0.0,20.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0244,中山區,2,47,0,0,0,2,2.0,1,0.0,0.0,100.0,-1.0,-1.0,7500.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0245,內湖區,2,135,0,0,0,2,2.0,1,0.0,0.0,40.0,-1.0,-1.0,4500.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0246,大安區,2,111,0,0,2,3,2.0,1,0.0,0.0,40.0,20.0,-1.0,8000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0247,中正區,2,94,0,0,0,2,2.0,1,0.0,0.0,80.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0248,中山區,2,17,0,0,0,1,2.0,1,0.0,0.0,200.0,-1.0,-1.0,20000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0249,中山區,1,9,0,0,0,1,2.0,1,0.0,0.0,140.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0250,中正區,2,6,0,0,0,1,2.0,0,0.0,0.0,60.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0251,中正區,1,133,0,0,2,3,1.0,1,0.0,3.0,40.0,-1.0,50.0,4000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0252,大安區,2,11,0,0,0,1,2.0,1,0.0,0.0,150.0,-1.0,-1.0,15000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0253,信義區,1,495,450,0,12,13,2.0,0,0.0,8.0,30.0,-1.0,-1.0,8000.0,10.0,400.0,2000.0,mixed_parking_lot
TPE0254,信義區,2,19,0,0,0,1,2.0,0,0.0,0.0,50.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0255,大安區,1,254,385,0,6,6,1.0,1,0.0,7.0,50.0,-1.0,-1.0,7000.0,10.0,-1.0,2000.0,mixed_parking_lot
TPE0257,中山區,2,80,0,0,0,2,2.0,1,0.0,0.0,70.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0258,中山區,1,4,0,0,0,1,2.0,1,0.0,0.0,100.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0259,中山區,1,23,0,0,0,1,2.0,1,0.0,0.0,120.0,-1.0,-1.0,12000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0260,中山區,2,77,0,0,0,1,2.0,0,0.0,0.0,100.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0261,大安區,2,4,0,0,0,1,2.0,0,0.0,0.0,80.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0262,中正區,2,60,0,0,0,1,2.0,1,0.0,0.0,-1.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,monthly_rent
TPE0263,松山區,1,331,179,0,6,9,2.0,1,0.0,0.0,100.0,120.0,-1.0,7000.0,20.0,-1.0,2000.0,mixed_parking_lot
TPE0264,松山區,1,24,0,0,0,1,2.0,1,0.0,0.0,150.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0265,大安區,2,16,73,0,0,1,2.0,1,0.0,0.0,-1.0,-1.0,-1.0,10000.0,-1.0,1200.0,2000.0,monthly_rent
TPE0266,中山區,1,16,0,0,0,1,2.0,1,0.0,0.0,150.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0267,中山區,1,23,0,0,0,1,2.0,1,0.0,0.0,150.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0269,萬華區,1,24,0,0,0,1,2.0,1,0.0,0.0,150.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0270,文山區,1,255,176,0,8,7,2.0,1,0.0,0.0,40.0,-1.0,-1.0,7000.0,20.0,-1.0,2000.0,mixed_parking_lot
TPE0271,松山區,2,4,0,0,0,1,2.0,0,0.0,0.0,30.0,-1.0,-1.0,6500.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0272,中山區,1,5,0,0,0,1,2.0,1,0.0,0.0,80.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0274,中正區,1,11,0,0,0,1,2.0,1,0.0,0.0,140.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0276,大安區,1,8,0,0,0,1,2.0,1,0.0,0.0,180.0,-1.0,-1.0,15000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0277,大安區,1,19,0,0,0,1,2.0,1,0.0,0.0,180.0,-1.0,-1.0,15000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0278,內湖區,1,37,0,0,0,1,2.0,1,0.0,0.0,100.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0279,內湖區,1,70,0,0,1,2,1.0,1,0.0,2.0,30.0,-1.0,-1.0,7200.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0280,北投區,1,57,52,0,2,1,2.0,0,0.0,0.0,40.0,-1.0,-1.0,7000.0,20.0,3000.0,2000.0,mixed_parking_lot
TPE0281,松山區,1,122,0,0,0,2,2.0,0,0.0,0.0,60.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0282,中正區,1,46,0,0,0,1,2.0,1,0.0,0.0,180.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0284,大安區,2,8,0,0,0,1,2.0,1,0.0,0.0,60.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0285,大安區,1,32,0,0,0,1,2.0,1,0.0,0.0,150.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0287,信義區,1,284,468,0,6,5,2.0,0,0.0,6.0,120.0,-1.0,-1.0,7000.0,20.0,-1.0,2000.0,mixed_parking_lot
TPE0288,萬華區,1,321,0,0,8,7,1.0,1,1.0,2.0,30.0,10.0,-1.0,5200.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0289,士林區,2,40,0,0,0,1,2.0,0,0.0,0.0,50.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0290,大安區,2,40,0,0,0,1,2.0,0,0.0,0.0,30.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0291,士林區,2,37,0,0,1,2,2.0,1,0.0,0.0,40.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0292,大同區,2,49,0,0,0,1,2.0,1,0.0,0.0,100.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0293,文山區,1,47,0,0,0,1,2.0,0,0.0,0.0,30.0,-1.0,-1.0,3000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0294,松山區,2,21,0,0,0,1,2.0,1,0.0,0.0,100.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0295,中山區,1,36,0,0,0,1,2.0,1,0.0,0.0,80.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0296,中山區,2,10,0,0,0,1,2.0,1,0.0,0.0,80.0,-1.0,-1.0,6000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0297,信義區,1,32,0,0,0,1,2.0,1,0.0,0.0,180.0,-1.0,-1.0,15000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0298,內湖區,2,110,0,0,2,2,2.0,1,0.0,0.0,-1.0,-1.0,-1.0,3500.0,-1.0,-1.0,2000.0,monthly_rent
TPE0299,大安區,1,49,0,0,0,1,2.0,1,0.0,0.0,150.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0300,內湖區,1,20,0,0,0,1,1.0,1,0.0,2.0,20.0,-1.0,-1.0,4800.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0301,中山區,1,5,0,0,0,1,2.0,1,0.0,0.0,200.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0302,士林區,1,222,70,0,4,6,2.0,1,0.0,0.0,50.0,60.0,-1.0,6500.0,20.0,-1.0,2000.0,mixed_parking_lot
TPE0303,士林區,1,99,0,0,1,4,2.0,1,0.0,0.0,50.0,60.0,-1.0,6500.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0304,內湖區,2,49,0,0,0,1,2.0,1,0.0,0.0,60.0,-1.0,-1.0,4500.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0305,萬華區,1,331,155,0,8,12,1.0,1,1.0,8.0,30.0,-1.0,-1.0,4800.0,20.0,300.0,2000.0,mixed_parking_lot
TPE0306,內湖區,2,329,0,0,0,7,2.0,0,0.0,0.0,50.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0307,中正區,2,48,0,0,0,1,2.0,1,0.0,0.0,80.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0308,萬華區,2,41,0,0,0,1,2.0,1,0.0,0.0,50.0,-1.0,-1.0,6000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0309,大安區,2,23,0,0,0,1,2.0,0,0.0,0.0,80.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0310,中山區,2,31,0,0,2,1,2.0,0,0.0,0.0,120.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0311,大安區,1,70,154,0,1,2,2.0,1,0.0,1.0,80.0,-1.0,-1.0,10000.0,50.0,-1.0,2000.0,mixed_parking_lot
TPE0312,內湖區,2,41,0,0,0,1,2.0,1,0.0,0.0,120.0,-1.0,-1.0,12000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0313,大安區,1,5,0,0,0,1,2.0,1,0.0,0.0,80.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0314,大安區,2,8,0,0,0,1,2.0,1,0.0,0.0,80.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0315,士林區,1,83,0,0,1,4,1.0,1,0.0,0.0,20.0,-1.0,-1.0,4800.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0316,北投區,1,15,30,0,0,1,2.0,1,0.0,0.0,30.0,-1.0,-1.0,7000.0,30.0,-1.0,2000.0,mixed_parking_lot
TPE0317,松山區,2,218,0,0,0,6,2.0,1,0.0,0.0,40.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0318,萬華區,1,276,118,0,7,6,1.0,1,1.0,2.0,30.0,-1.0,-1.0,4800.0,20.0,300.0,2000.0,mixed_parking_lot
TPE0319,中正區,1,137,0,0,2,5,1.0,1,0.0,0.0,30.0,-1.0,-1.0,5000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0320,中山區,1,111,0,0,0,2,2.0,1,0.0,0.0,180.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0321,內湖區,1,162,0,0,0,4,2.0,1,0.0,0.0,40.0,-1.0,-1.0,5500.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0322,中山區,1,181,0,0,0,4,2.0,1,0.0,0.0,80.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0323,中山區,2,8,0,0,0,1,2.0,0,0.0,0.0,70.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0324,內湖區,1,81,0,0,0,2,2.0,1,0.0,0.0,50.0,-1.0,-1.0,4500.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0325,信義區,2,29,0,0,0,1,2.0,0,0.0,0.0,60.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0326,中山區,2,5,0,0,0,1,2.0,1,0.0,0.0,120.0,-1.0,-1.0,12000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0327,松山區,2,40,0,0,0,1,2.0,1,0.0,0.0,80.0,-1.0,-1.0,9000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0328,中山區,1,57,81,0,1,1,2.0,0,0.0,0.0,40.0,-1.0,-1.0,6600.0,20.0,-1.0,2000.0,mixed_parking_lot
TPE0329,中正區,2,26,0,0,0,1,2.0,1,0.0,0.0,40.0,-1.0,50.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0330,中山區,1,850,0,0,19,17,1.0,1,0.0,17.0,30.0,10.0,40.0,3200.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0331,中正區,2,1,0,0,0,1,2.0,1,0.0,0.0,-1.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,monthly_rent
TPE0332,中正區,2,7,0,0,0,1,2.0,1,0.0,0.0,-1.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,monthly_rent
TPE0333,松山區,1,49,0,0,0,1,2.0,1,0.0,0.0,80.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0334,信義區,1,366,190,24,8,8,1.0,1,8.0,9.0,50.0,10.0,60.0,4800.0,20.0,300.0,2000.0,mixed_parking_lot
TPE0335,中山區,2,56,0,0,0,1,2.0,1,0.0,0.0,80.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0336,內湖區,1,66,0,0,0,2,2.0,1,0.0,0.0,50.0,-1.0,-1.0,5000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0337,大安區,2,14,0,0,0,1,2.0,0,0.0,0.0,70.0,-1.0,-1.0,5000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0338,中山區,2,78,0,0,0,1,2.0,1,0.0,0.0,100.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0339,中正區,1,39,0,0,0,1,2.0,1,0.0,0.0,200.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0340,中山區,2,84,0,0,0,1,2.0,1,0.0,0.0,120.0,-1.0,-1.0,12000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0341,中正區,2,37,0,0,0,1,2.0,0,0.0,0.0,150.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0342,松山區,2,74,0,0,0,2,2.0,1,0.0,0.0,80.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0343,信義區,2,77,0,0,1,2,2.0,1,0.0,0.0,200.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0344,中山區,2,10,0,0,0,1,2.0,1,0.0,0.0,50.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0345,士林區,2,233,0,0,0,4,2.0,0,0.0,0.0,150.0,-1.0,-1.0,12000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0346,內湖區,2,63,0,0,2,2,2.0,1,0.0,0.0,80.0,-1.0,-1.0,6000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0347,中正區,2,54,0,0,0,1,2.0,1,0.0,0.0,80.0,-1.0,-1.0,12000.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0348,內湖區,1,87,0,0,2,2,1.0,0,0.0,2.0,20.0,-1.0,-1.0,1500.0,-1.0,-1.0,2000.0,car_and_largemotor
TPE0350,中山區,2,42,10,0,0,1,2.0,1,0.0,0.0,60.0,-1.0,-1.0,7000.0,60.0,-1.0,2000.0,mixed_parking_lot
TPE0351,松山區,2,64,0,0,0,2,2.0,1,0.0,0.0,50.0,-1.0,-1.0,6000.0,-1.0,-1.0,2000.0,car_and_largemotor
