type,totalcar,totalmotor,totalbike,Pregnancy_First,Handicap_First,totallargemotor,ChargingStation,serviceTime,farecar_weekday,farecar_night,farecar_haliday,farecar_month,faremotor_day_hour,faremotor_month,largemotor_month,parking_fare_classification,中山區,中正區,信義區,內湖區,北投區,南港區,士林區,大同區,大安區,文山區,松山區,萬華區
1.0,175.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,20.0,10.0,-1.0,4800.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,84.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,20.0,10.0,-1.0,4800.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,218.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,20.0,10.0,-1.0,4800.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,92.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,40.0,10.0,-1.0,4800.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,171.0,122.0,0.0,0.0,3.0,0.0,4.0,0.0,20.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,-1.0,-1.0,4800.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,31.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,20.0,-1.0,-1.0,4800.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,34.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,20.0,-1.0,30.0,7000.0,20.0,-1.0,2000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,112.0,149.0,0.0,1.0,7.0,0.0,0.0,1.0,20.0,-1.0,30.0,7000.0,20.0,-1.0,2000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,48.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,20.0,-1.0,-1.0,4800.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,314.0,102.0,0.0,8.0,7.0,0.0,0.0,1.0,50.0,-1.0,-1.0,7000.0,20.0,-1.0,2000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,80.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,349.0,0.0,0.0,0.0,8.0,0.0,7.0,1.0,30.0,-1.0,-1.0,4800.0,-1.0,-1.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,136.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,60.0,-1.0,-1.0,12000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0,-1.0,-1.0,6000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,6000.0,-1.0,-1.0,2000.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,4500.0,-1.0,-1.0,2000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,160.0,-1.0,-1.0,12000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,122.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,80.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,91.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,120.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,309.0,142.0,0.0,1.0,7.0,0.0,0.0,1.0,20.0,-1.0,30.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,131.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,100.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,205.0,66.0,0.0,4.0,5.0,0.0,4.0,1.0,30.0,-1.0,-1.0,9600.0,20.0,-1.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,80.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,40.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,144.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,120.0,-1.0,-1.0,12000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,79.0,114.0,0.0,0.0,2.0,0.0,0.0,1.0,150.0,-1.0,-1.0,10000.0,80.0,800.0,2000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,366.0,0.0,0.0,7.0,8.0,0.0,0.0,1.0,40.0,20.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,115.0,84.0,0.0,0.0,3.0,0.0,3.0,1.0,20.0,-1.0,-1.0,7000.0,20.0,-1.0,2000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,78.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,50.0,39.0,0.0,1.0,1.0,0.0,2.0,1.0,30.0,-1.0,-1.0,7200.0,0.0,-1.0,2000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,411.0,352.0,0.0,8.0,10.0,0.0,6.0,1.0,20.0,-1.0,-1.0,4800.0,20.0,300.0,2400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,146.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,100.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0,20.0,-1.0,6500.0,-1.0,-1.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,59.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,150.0,-1.0,-1.0,15000.0,-1.0,-1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,107.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,40.0,-1.0,-1.0,5000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,80.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,18.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,40.0,-1.0,60.0,12000.0,80.0,-1.0,2000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,214.0,68.0,0.0,4.0,5.0,0.0,5.0,1.0,30.0,-1.0,-1.0,6600.0,20.0,300.0,2000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,48.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,100.0,-1.0,-1.0,5000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,77.0,180.0,0.0,0.0,1.0,0.0,0.0,1.0,80.0,-1.0,-1.0,8000.0,20.0,800.0,2000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,224.0,62.0,0.0,4.0,5.0,1.0,6.0,1.0,50.0,30.0,-1.0,4800.0,20.0,300.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,-1.0,-1.0,7200.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,30.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,30.0,-1.0,-1.0,7200.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,69.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,40.0,-1.0,40.0,2400.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0,-1.0,-1.0,4500.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,-1.0,-1.0,4500.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,241.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,80.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,80.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,180.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,175.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,120.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,47.0,147.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,-1.0,50.0,5000.0,10.0,500.0,2000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,80.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,375.0,330.0,0.0,0.0,7.0,0.0,0.0,1.0,60.0,-1.0,-1.0,12000.0,-1.0,1200.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,53.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,40.0,-1.0,-1.0,9600.0,-1.0,-1.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,80.0,-1.0,-1.0,6000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,120.0,-1.0,-1.0,15000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,88.0,0.0,0.0,2.0,8.0,0.0,2.0,0.0,20.0,-1.0,-1.0,1500.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,142.0,904.0,0.0,3.0,5.0,0.0,0.0,1.0,80.0,-1.0,-1.0,8000.0,50.0,600.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,188.0,0.0,0.0,2.0,4.0,0.0,2.0,1.0,50.0,-1.0,60.0,9000.0,-1.0,-1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,346.0,442.0,0.0,10.0,10.0,0.0,0.0,1.0,50.0,-1.0,-1.0,4500.0,20.0,-1.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,124.0,16.0,0.0,1.0,3.0,0.0,0.0,0.0,20.0,-1.0,-1.0,3000.0,0.0,-1.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,730.0,140.0,0.0,15.0,16.0,1.0,19.0,1.0,30.0,-1.0,-1.0,4320.0,20.0,300.0,2160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,518.0,268.0,0.0,10.0,13.0,2.0,10.0,1.0,30.0,10.0,40.0,4800.0,10.0,300.0,2400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,-1.0,-1.0,12000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,180.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,150.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40.0,-1.0,-1.0,6825.0,-1.0,-1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,124.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,150.0,-1.0,-1.0,15000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,118.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,120.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,413.0,34.0,0.0,0.0,14.0,0.0,0.0,1.0,30.0,-1.0,-1.0,7000.0,10.0,-1.0,2000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,143.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,20.0,-1.0,30.0,7000.0,-1.0,-1.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40.0,-1.0,-1.0,9600.0,-1.0,-1.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40.0,-1.0,-1.0,6000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,379.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,80.0,-1.0,-1.0,10000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,4000.0,-1.0,-1.0,2000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,80.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,-1.0,40.0,6000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,-1.0,-1.0,7500.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,200.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,-1.0,-1.0,5000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,476.0,710.0,0.0,10.0,12.0,0.0,0.0,1.0,40.0,-1.0,60.0,8000.0,20.0,300.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,120.0,-1.0,-1.0,12000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,102.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,50.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,200.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,229.0,0.0,0.0,4.0,6.0,0.0,5.0,1.0,20.0,10.0,-1.0,2500.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,80.0,-1.0,-1.0,8000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,189.0,1341.0,0.0,3.0,4.0,0.0,0.0,1.0,120.0,-1.0,-1.0,12000.0,30.0,800.0,2000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,36.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0,-1.0,-1.0,1500.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,92.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,80.0,40.0,-1.0,8000.0,-1.0,-1.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,56.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,40.0,-1.0,-1.0,6000.0,-1.0,-1.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,82.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,30.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,403.0,194.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,-1.0,20.0,7000.0,0.0,-1.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,487.0,604.0,0.0,0.0,13.0,0.0,0.0,0.0,20.0,-1.0,20.0,7000.0,0.0,-1.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0,-1.0,-1.0,7000.0,-1.0,-1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,210.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,50.0,-1.0,-1.0,8500.0,-1.0,-1.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
