中山區,中正區,信義區,內湖區,北投區,南港區,士林區,大同區,大安區,文山區,松山區,萬華區,type,serviceTime,totalcar_std,totalmotor_std,totalbike_std,Pregnancy_First_std,Handicap_First_std,totallargemotor_std,ChargingStation_std,farecar_weekday_std,farecar_night_std,farecar_haliday_std,farecar_month_std,faremotor_day/hour_std,faremotor_month_std,largemotor_month_std,car_and_largemotor,mixed_parking_lot,monthly_rent,motor
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,-0.10041942965562843,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,0.7702233993431761,-0.12222697575434881,-0.2919101199948778,0.1064033198691165,-0.05360435651719768,-0.2439343641025465,-0.05316352992070929,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,-0.07782356354752287,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.403115309489658,-0.12222697575434881,0.4324357795110116,0.3841688924556224,-0.05360435651719768,-0.2439343641025465,0.8961586426388436,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.06904956615516326,-0.15488234601331394,-0.07693595408562456,-0.3367244593059453,0.06622017404347565,-0.12222697575434881,-0.2919101199948778,-0.032479466424136454,-0.05360435651719768,-0.2439343641025465,0.8961586426388436,4.7523592078913985,-0.22536011708789833,0.0422154803649541,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,-0.45630432085829103,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.403115309489658,-0.12222697575434881,-0.2919101199948778,1.078582823921887,-0.05360435651719768,-0.2439343641025465,0.8961586426388436,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,-0.512793986128555,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.403115309489658,-0.12222697575434881,-0.2919101199948778,1.7729967553881518,-0.05360435651719768,-0.2439343641025465,0.2632771942658083,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-0.16255806145291873,-0.25467963779279307,-0.07693595408562456,0.2072150518805817,-0.1684475677230912,-0.12222697575434881,0.07026282975806687,-0.4491278253038953,0.0004799621798653185,4.133594787340609,-0.5278246162004857,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,-0.4789001869663966,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.403115309489658,-0.12222697575434881,-0.2919101199948778,0.1064033198691165,-0.05360435651719768,-0.2439343641025465,0.2632771942658083,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.5773236288712094,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,1.2395588828763098,-0.12222697575434881,-0.2919101199948778,-0.1713622527173894,-0.05360435651719768,-0.2439343641025465,-0.3696042541072269,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,-0.5240919191826077,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.403115309489658,-0.12222697575434881,-0.2919101199948778,-0.1713622527173894,-0.05360435651719768,-0.2439343641025465,0.10505683217254952,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-0.010035965223206192,-0.25467963779279307,-0.07693595408562456,0.2072150518805817,-0.1684475677230912,-0.12222697575434881,-0.2919101199948778,-0.3102450390106424,0.02623439965465722,-0.2439343641025465,-0.2113838920139681,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-0.043929764385364535,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.1684475677230912,-0.12222697575434881,-0.2919101199948778,0.3841688924556224,-0.05360435651719768,-0.2439343641025465,0.2632771942658083,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.7808193485604884,-0.25467963779279307,-0.07693595408562456,1.0231243186603722,1.2395588828763098,-0.12222697575434881,-0.2919101199948778,0.3841688924556224,-0.05360435651719768,-0.2439343641025465,0.5164297736150224,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,-0.015684931750232584,0.7582628737689203,-0.07693595408562456,0.2072150518805817,-0.1684475677230912,-0.12222697575434881,-0.2919101199948778,-0.4491278253038953,-0.05360435651719768,-0.2439343641025465,-1.160706064573521,1.4233788460649073,-0.22536011708789833,0.0422154803649541,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,-0.3037822246285785,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.1684475677230912,-0.12222697575434881,1.8811275785227903,1.078582823921887,-0.05360435651719768,-0.2439343641025465,0.8961586426388436,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1.4586953318036553,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,1.004891141109743,-0.12222697575434881,-0.2919101199948778,1.078582823921887,-0.05360435651719768,-0.2439343641025465,2.4783622635714315,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-0.4958470865474758,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.1684475677230912,-0.12222697575434881,-0.2919101199948778,1.7729967553881518,-0.05360435651719768,-0.2439343641025465,-0.05316352992070929,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,-0.45630432085829103,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.403115309489658,-0.12222697575434881,-0.2919101199948778,0.6619344650421283,-0.05360435651719768,-0.2439343641025465,0.8961586426388436,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,-0.2472925593583146,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.403115309489658,-0.12222697575434881,-0.2919101199948778,0.1064033198691165,-0.05360435651719768,-0.2439343641025465,0.8961586426388436,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.26676339460108695,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,0.06622017404347565,-0.12222697575434881,-0.2919101199948778,0.3841688924556224,-0.05360435651719768,-0.2439343641025465,0.8961586426388436,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.04645370004705771,-0.25467963779279307,-0.07693595408562456,0.47918480747384523,0.3008879158100425,-0.12222697575434881,-0.2919101199948778,-0.4491278253038953,-0.025274475294926584,-0.2439343641025465,-0.05316352992070929,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8768517795199371,0.6035770715107277,-0.07693595408562456,1.2950940742536357,1.2395588828763098,-0.12222697575434881,-0.2919101199948778,0.3841688924556224,-0.05360435651719768,-0.2439343641025465,0.8961586426388436,2.25562393652153,8.587233839237456,0.0422154803649541,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-0.15690909492589233,-0.25467963779279307,-0.07693595408562456,0.2072150518805817,-0.1684475677230912,-0.12222697575434881,-0.2919101199948778,-0.4491278253038953,-0.025274475294926584,-0.2439343641025465,-0.05316352992070929,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,-0.10041942965562843,-0.25467963779279307,-0.07693595408562456,0.7511545630671087,0.3008879158100425,-0.12222697575434881,-0.2919101199948778,0.3841688924556224,-0.05360435651719768,-0.2439343641025465,0.8961586426388436,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.6000524196956439,-0.25467963779279307,-0.07693595408562456,0.7511545630671087,0.3008879158100425,-0.12222697575434881,-0.2919101199948778,-0.4491278253038953,0.0004799621798653185,-0.2439343641025465,-0.05316352992070929,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1.1705980389253094,1.6514486351952586,-0.07693595408562456,2.926912607813217,1.2395588828763098,7.3030618013223405,2.2433005282757352,-0.4491278253038953,-0.05360435651719768,3.41596705759583,-0.749333123131048,0.5911337556082844,0.6585421757657942,1.1020809037926806,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,0.02385783393895215,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.1684475677230912,-0.12222697575434881,-0.2919101199948778,0.6619344650421283,-0.05360435651719768,-0.2439343641025465,1.5290400910118789,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,-0.4054636221150535,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.403115309489658,-0.12222697575434881,-0.2919101199948778,0.1064033198691165,-0.05360435651719768,-0.2439343641025465,0.2632771942658083,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.27241236112811335,-0.25467963779279307,-0.07693595408562456,0.47918480747384523,0.3008879158100425,-0.12222697575434881,0.7946087292639563,-0.5880106115971483,-0.05360435651719768,-0.2439343641025465,-0.4455500279119911,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,7.9267620052488725,5.388857212336753,-0.07693595408562456,7.822368208491961,7.340920168807047,-0.12222697575434881,-0.2919101199948778,0.6619344650421283,-0.05360435651719768,-0.2439343641025465,0.2632771942658083,3.920114117434776,-0.22536011708789833,0.0422154803649541,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.2950082272362189,-0.25467963779279307,-0.07693595408562456,1.0231243186603722,0.3008879158100425,-0.12222697575434881,0.4324357795110116,-0.5880106115971483,-0.05360435651719768,-0.2439343641025465,-0.4455500279119911,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,-0.5579857183447661,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.403115309489658,-0.12222697575434881,-0.2919101199948778,1.7729967553881518,-0.05360435651719768,-0.2439343641025465,0.8961586426388436,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.7243296832902245,-0.25467963779279307,-0.07693595408562456,1.2950940742536357,0.5355556575766093,-0.12222697575434881,1.156781679016901,-0.4491278253038953,-0.025274475294926584,3.41596705759583,-1.002485702480262,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,-0.4789001869663966,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.403115309489658,-0.12222697575434881,-0.2919101199948778,0.3841688924556224,25.703408562022183,-0.2439343641025465,0.8961586426388436,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5887544866415911,-0.25467963779279307,-0.07693595408562456,0.7511545630671087,0.3008879158100425,-0.12222697575434881,-0.2919101199948778,-0.3102450390106424,-0.05360435651719768,-0.2439343641025465,-0.05316352992070929,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0463207753307289,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,1.2395588828763098,-0.12222697575434881,-0.2919101199948778,1.21746561021514,-0.05360435651719768,-0.2439343641025465,1.0543790047321024,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2.4020727418170624,-0.25467963779279307,-0.07693595408562456,2.926912607813217,1.9435621081760102,-0.12222697575434881,4.778511176546348,-0.4491278253038953,0.0004799621798653185,-0.2439343641025465,-0.622756833456441,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,-0.4958470865474758,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.403115309489658,-0.12222697575434881,-0.2919101199948778,0.3841688924556224,-0.05360435651719768,-0.2439343641025465,0.2632771942658083,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,-0.4732512204393702,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,-0.403115309489658,-0.12222697575434881,-0.2919101199948778,0.1064033198691165,-0.05360435651719768,-0.2439343641025465,0.2632771942658083,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.1650819971146119,-0.25467963779279307,-0.07693595408562456,0.2072150518805817,-0.1684475677230912,-0.12222697575434881,0.07026282975806687,-0.5880106115971483,-0.025274475294926584,1.9807115981062706,-1.6353671508532974,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,1.8258781560603707,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,2.178229849942577,-0.12222697575434881,-0.2919101199948778,-0.032479466424136454,-0.05360435651719768,-0.2439343641025465,-0.749333123131048,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,-0.1286642622907604,-0.25467963779279307,-0.07693595408562456,-0.3367244593059453,1.2395588828763098,-0.12222697575434881,-0.2919101199948778,-0.032479466424136454,-0.05360435651719768,-0.2439343641025465,-0.05316352992070929,-0.3243358438940008,-0.22536011708789833,0.0422154803649541,1.0,0.0,0.0,0.0
